"Date","Days","Open","High","Low","Settle"
982800000000,1088,10675,10685,10520,10670
982886400000,1089,10585,10600,10425,10565
983145600000,1092,10585,10770,10565,10769
983232000000,1093,10740,10810,10680,10775
983318400000,1094,10790,10800,10550,10598
983404800000,1095,10586,10600,10430,10574
983491200000,1096,10515,10690,10420,10569
983750400000,1099,10605,10675,10595,10657
983836800000,1100,10695,10790,10685,10712
983923200000,1101,10725,10855,10725,10855
984009600000,1102,10850,10968,10810,10950
984096000000,1103,10885,10915,10670,10705
984355200000,1106,10640,10665,10230,10283
984441600000,1107,10300,10400,10200,10381
984528000000,1108,10110,10260,9980,10095
984614400000,1109,10175,10200,10060,10105
984700800000,1110,10210,10210,9985,9992
984960000000,1113,10030,10140,9955,10133
985046400000,1114,10095,10185,9860,9863
985132800000,1115,9825,9860,9620,9640
985219200000,1116,9590,9630,9285,9508
985305600000,1117,9605,9674,9500,9674
985564800000,1120,9750,9870,9733,9865
985651200000,1121,9825,10080,9810,10068
985737600000,1122,9935,9950,9850,9904
985824000000,1123,9885,10005,9845,9948
985910400000,1124,9970,10045,9900,10043
986169600000,1127,9985,10110,9860,9860
986256000000,1128,9815,9815,9540,9554
986342400000,1129,9620,9740,9545,9661
986428800000,1130,9810,10060,9810,10059
986515200000,1131,10025,10025,9840,9951
986774400000,1134,9950,10070,9908,10006
986860800000,1135,10090,10290,10070,10217
986947200000,1136,10300,10330,10090,10145
987033600000,1137,10175,10295,10080,10295
987379200000,1141,10210,10305,10180,10216
987465600000,1142,10170,10355,10170,10328
987552000000,1143,10420,10780,10420,10748
987638400000,1144,10755,10818,10715,10818
987724800000,1145,10725,10725,10665,10722
987984000000,1148,10650,10665,10600,10622
988070400000,1149,10725,10750,10573,10592
988156800000,1150,10590,10750,10570,10749
988243200000,1151,10740,10880,10695,10806
988329600000,1152,10900,10935,10865,10935
988588800000,1155,10945,11010,10818,10818
988675200000,1156,10830,11005,10830,11005
988761600000,1157,10999,11025,10915,10972
988848000000,1158,10910,10910,10825,10908
988934400000,1159,10810,11086,10770,11086
989193600000,1162,11050,11065,11020,11020
989280000000,1163,11050,11050,10955,10974
989366400000,1164,10895,10985,10895,10952
989452800000,1165,11060,11075,11010,11021
989539200000,1166,11045,11045,10880,10941
989798400000,1169,10940,10981,10915,10981
989884800000,1170,10955,11010,10925,10997
989971200000,1171,10920,11345,10910,11327
990057600000,1172,11340,11425,11290,11363
990144000000,1173,11335,11418,11315,11418
990403200000,1176,11335,11448,11335,11425
990489600000,1177,11425,11425,11350,11364
990576000000,1178,11340,11340,11200,11201
990662400000,1179,11220,11230,11140,11221
990748800000,1180,11220,11220,11095,11104
991094400000,1184,11100,11155,11060,11126
991180800000,1185,11075,11110,10950,10973
991267200000,1186,11000,11065,10950,10983
991353600000,1187,10955,11110,10930,11109
991612800000,1190,11130,11160,11025,11138
991699200000,1191,11210,11280,11130,11263
991785600000,1192,11250,11260,11135,11168
991872000000,1193,11150,11179,11080,11158
991958400000,1194,11155,11155,10995,11045
992217600000,1197,11015,11050,10943,11005
992304000000,1198,10960,11065,10855,11022
992390400000,1199,11020,11083,10930,10941
992476800000,1200,10918,10945,10710,10730
992563200000,1201,10770,10855,10685,10784
992822400000,1204,10760,10810,10740,10807
992908800000,1205,10835,10860,10685,10725
992995200000,1206,10705,10810,10670,10770
993081600000,1207,10735,10885,10720,10815
993168000000,1208,10805,10805,10700,10740
993427200000,1211,10730,10760,10588,10610
993513600000,1212,10555,10655,10495,10573
993600000000,1213,10595,10630,10520,10552
993686400000,1214,10600,10775,10595,10663
993772800000,1215,10690,10715,10626,10626
994032000000,1218,10605,10750,10570,10716
994118400000,1219,10695,10696,10660,10696
994291200000,1221,10640,10670,10570,10575
994377600000,1222,10535,10555,10315,10352
994636800000,1225,10355,10424,10335,10377
994723200000,1226,10410,10425,10255,10263
994809600000,1227,10235,10365,10210,10338
994896000000,1228,10430,10620,10400,10609
994982400000,1229,10563,10665,10530,10653
995241600000,1232,10625,10670,10540,10577
995328000000,1233,10560,10725,10550,10698
995414400000,1234,10625,10655,10580,10636
995500800000,1235,10683,10780,10625,10711
995587200000,1236,10630,10680,10630,10659
995846400000,1239,10675,10735,10460,10468
995932800000,1240,10468,10485,10280,10340
996019200000,1241,10360,10475,10335,10470
996105600000,1242,10445,10550,10385,10535
996192000000,1243,10530,10540,10465,10505
996451200000,1246,10515,10525,10455,10485
996537600000,1247,10505,10675,10495,10582
996624000000,1248,10615,10665,10560,10601
996710400000,1249,10685,10705,10600,10629
996796800000,1250,10615,10620,10510,10603
997056000000,1253,10575,10575,10445,10460
997142400000,1254,10445,10550,10430,10520
997228800000,1255,10460,10565,10335,10354
997315200000,1256,10345,10375,10265,10375
997401600000,1257,10375,10500,10260,10480
997660800000,1260,10480,10505,10440,10475
997747200000,1261,10490,10548,10450,10481
997833600000,1262,10485,10525,10407,10407
997920000000,1263,10385,10480,10335,10474
998006400000,1264,10400,10405,10230,10301
998265600000,1267,10290,10410,10265,10410
998352000000,1268,10385,10445,10195,10208
998438400000,1269,10275,10355,10185,10337
998524800000,1270,10290,10340,10280,10291
998611200000,1271,10315,10515,10295,10503
998870400000,1274,10500,10505,10435,10436
998956800000,1275,10445,10445,10270,10282
999043200000,1276,10250,10335,10130,10154
999129600000,1277,10140,10180,9900,9963
999216000000,1278,9960,10100,9935,10025
999561600000,1282,10025,10240,9965,10028
999648000000,1283,10005,10115,9930,10087
999734400000,1284,10025,10055,9845,9860
999820800000,1285,9875,9890,9585,9604
1000080000000,1288,9500,9720,9495,9665
1000166400000,1289,9714,9714,9409,9409
1000684800000,1295,9000,9200,8700,8912
1000771200000,1296,8860,9049,8810,8924
1000857600000,1297,8950,8970,8475,8733
1000944000000,1298,8625,8660,8325,8338
1001030400000,1299,8000,8395,8000,8275
1001289600000,1302,8500,8635,8465,8632
1001376000000,1303,8625,8692,8500,8692
1001462400000,1304,8730,8730,8540,8617
1001548800000,1305,8570,8691,8565,8691
